category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-139,Over 139.5 points scored,0.36,0.39,0.375,0.41,0.03,4982.95,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-IDST11,Idaho St. wins by over 11.5 Points,0.03,0.16,0.095,0.37,0.13,4964.7,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-127,Over 127.5 points scored,0.79,0.9,0.845,0.82,0.11,4950.46,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO5,Southeast Missouri St. wins by over 5.5 Points,0.81,0.95,0.88,0.56,0.14,4919.57,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKEMPE9-1,Adrian Kempe: 1+,0.0,0.58,0.0,0.0,,4892.02,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAAKUZMENKO96,Andrei Kuzmenko,0.0,0.22,0.23,0.23,,4887.21,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-PHITMAXEY0-3,Tyrese Maxey: 3+,0.2,0.31,0.255,0.3,0.11,4886.54,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAALAFERRIERE14,Alex Laferriere,0.0,0.23,0.23,0.23,,4880.7,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-133,Over 133.5 points scored,0.52,0.56,0.54,0.58,0.04,4858.2,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-142,Over 142.5 points scored,0.27,0.35,0.31,0.41,0.08,4837.81,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-PHITMAXEY0-2,Tyrese Maxey: 2+,0.47,0.59,0.53,0.59,0.12,4837.66,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-151,Over 151.5 points scored,0.11,0.22,0.165,0.0,0.11,4833.64,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-124,Over 124.5 points scored,0.84,0.95,0.895,0.0,0.11,4829.33,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-237,Over 237.5 points scored,0.58,0.95,0.765,0.58,0.37,4809.94,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAKFIALA22,Kevin Fiala,0.0,0.3,0.3,0.3,,4806.39,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKTHERTL48,Tomas Hertl,0.0,0.31,0.29,0.29,,4790.56,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-130,Over 130.5 points scored,0.72,0.82,0.77,0.0,0.1,4774.81,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAKFIALA22-1,Kevin Fiala: 1+,0.0,0.55,0.0,0.0,,4761.21,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Total Points,KXNCAAMBTOTAL-26FEB05WIUTNTC-148,Over 148.5 points scored,0.78,0.79,0.785,0.78,0.01,4757.92,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Total Points,KXNCAAMBTOTAL-26FEB05WIUTNTC-145,Over 145.5 points scored,0.83,0.92,0.875,0.79,0.09,4757.38,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAAKOPITAR11,Anze Kopitar,0.0,0.19,0.2,0.2,,4711.94,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKPDOROFEYEV16-1,Pavel Dorofeyev: 1+,0.0,0.52,0.0,0.0,,4678.04,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-MPOR,Michael Porter Jr.,0.05,0.18,0.115,0.13,0.13,4675.28,1,2026-02-17 15:00:00+00:00,178.55
Sports,KXNBASTL-26FEB05GSWPHX,Golden State at Phoenix: Steals,KXNBASTL-26FEB05GSWPHX-GSWDGREEN23-2,Draymond Green: 2+,0.02,0.29,0.155,0.29,0.27,4650.64,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLSPREAD-26FEB05NSHWSH,Nashville at Washington: Spread,KXNHLSPREAD-26FEB05NSHWSH-WSH2,Washington wins by over 2.5 goals,0.52,0.68,0.6,0.52,0.16,4649.94,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNCAAMBTOTAL-26FEB05EIUTNST,Eastern Illinois at Tennessee St.: Total Points,KXNCAAMBTOTAL-26FEB05EIUTNST-157,Over 157.5 points scored,0.02,0.11,0.065,0.0,0.09,4644.24,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAQBYFIELD55,Quinton Byfield,0.0,0.2,0.2,0.2,,4636.84,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNFLCELEBRITYGAME-26,PrizePicks Creator Games Winner,KXNFLCELEBRITYGAME-26-SSAF,Sara Saffari,0.01,0.06,0.035,0.06,0.05,4601.56,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-4,Austin Reaves: 4+,0.11,0.14,0.125,0.15,0.03,4594.29,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-157,Over 157.5 points scored,0.15,0.26,0.205,0.25,0.11,4570.23,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXWOCURLGAME-26FEB06ITACHE,Italy vs Switzerland,KXWOCURLGAME-26FEB06ITACHE-CHE,Switzerland,0.01,0.97,0.49,0.36,0.96,4521.91,1,2026-02-20 09:05:00+00:00,244.63
Sports,KXATPCHALLENGERMATCH-26FEB06FELBRA,Fellin vs Brancaccio,KXATPCHALLENGERMATCH-26FEB06FELBRA-FEL,Pietro Orlando Fellin,0.33,0.36,0.345,0.33,0.03,4517.3,1,2026-02-20 13:10:00+00:00,248.71
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-PHIVEDGECOMBE77-8,VJ Edgecombe: 8+,0.05,0.08,0.065,0.01,0.03,4508.66,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKPDOROFEYEV16,Pavel Dorofeyev,0.0,0.3,0.3,0.3,,4498.68,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LACPERRY10-1,Corey Perry: 1+,0.0,0.48,0.0,0.0,,4497.52,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-LMAR,Lauri Markkanen,0.02,0.5,0.26,0.01,0.48,4486.41,1,2026-02-17 15:00:00+00:00,178.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKIBARBASHEV49-1,Ivan Barbashev: 1+,0.0,0.5,0.0,0.0,,4485.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLDONCIC77-2,Luka Dončić: 2+,0.01,0.4,0.205,0.0,0.39,4477.57,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKSTHEODORE27-1,Shea Theodore: 1+,0.0,0.47,0.0,0.0,,4466.54,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-255,Over 255.5 points scored,0.07,0.22,0.145,0.06,0.15,4453.75,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXWOWHOCKEY-26FEB06FRAJPN,France vs Japan,KXWOWHOCKEY-26FEB06FRAJPN-FRA,France,0.1,0.35,0.225,0.18,0.25,4442.21,1,2026-02-20 11:10:00+00:00,246.71
Sports,KXNFLCELEBRITYGAME-26,PrizePicks Creator Games Winner,KXNFLCELEBRITYGAME-26-SKET,Sketch,0.0,0.06,0.04,0.04,,4422.08,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKJEICHEL9-2,Jack Eichel: 2+,0.0,0.44,0.42,0.42,,4391.24,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LABCLARKE92-1,Brandt Clarke: 1+,0.0,0.44,0.0,0.0,,4387.32,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASPREAD-26FEB05CHAHOU,Charlotte at Houston: Spread,KXNBASPREAD-26FEB05CHAHOU-HOU12,Houston wins by over 12.5 Points,0.01,0.39,0.2,0.03,0.38,4382.86,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAQBYFIELD55-1,Quinton Byfield: 1+,0.0,0.44,0.0,0.0,,4374.58,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-160,Over 160.5 points scored,0.09,0.19,0.14,0.0,0.1,4352.16,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Total Points,KXNCAAMBTOTAL-26FEB05WIUTNTC-142,Over 142.5 points scored,0.9,0.96,0.93,0.79,0.06,4342.99,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXWOWHOCKEY-26FEB06FRAJPN,France vs Japan,KXWOWHOCKEY-26FEB06FRAJPN-JPN,Japan,0.79,0.87,0.83,0.87,0.08,4340.26,1,2026-02-20 11:10:00+00:00,246.71
Sports,KXNFLCELEBRITYGAME-26,PrizePicks Creator Games Winner,KXNFLCELEBRITYGAME-26-DIEG,Diego,0.01,0.98,0.495,0.02,0.97,4332.17,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXWOWHOCKEY-26FEB06CZECHE,Czech Republic vs Switzerland,KXWOWHOCKEY-26FEB06CZECHE-CZE,Czech Republic,0.51,0.86,0.685,0.87,0.35,4325.6,1,2026-02-20 13:40:00+00:00,249.21
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKOPITAR11-1,Anze Kopitar: 1+,0.0,0.41,0.4,0.4,,4288.5,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKUZMENKO96-1,Andrei Kuzmenko: 1+,0.0,0.41,0.0,0.0,,4281.64,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXWOWHOCKEY-26FEB05FINCAN,Finland vs Canada,KXWOWHOCKEY-26FEB05FINCAN-CAN,Canada,0.63,0.96,0.795,0.62,0.33,4275.88,1,2026-02-19 20:10:00+00:00,231.71
Sports,KXNBASTL-26FEB05GSWPHX,Golden State at Phoenix: Steals,KXNBASTL-26FEB05GSWPHX-GSWDGREEN23-1,Draymond Green: 1+,0.4,0.66,0.53,0.62,0.26,4247.7,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAALAFERRIERE14-1,Alex Laferriere: 1+,0.0,0.42,0.0,0.0,,4245.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKSTHEODORE27,Shea Theodore,0.0,0.13,0.12,0.12,,4236.92,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LABCLARKE92,Brandt Clarke,0.0,0.11,0.11,0.11,,4225.35,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKBBOWMAN42,Braeden Bowman,0.0,0.14,0.14,0.14,,4222.78,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-130,Over 130.5 points scored,0.29,0.51,0.4,0.42,0.22,4172.36,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-UTA2,Utah wins by over 2.5 Points,0.54,0.63,0.585,0.53,0.09,4103.02,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-148,Over 148.5 points scored,0.43,0.52,0.475,0.48,0.09,4048.74,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXLOLTOTALMAPS-26FEB06GZCFO,LCP 2026: Ground Zero Gaming vs. CTBC Flying Oyster Total Maps,KXLOLTOTALMAPS-26FEB06GZCFO-3,Over 2.5 maps,0.36,0.4,0.38,0.4,0.04,4029.0,1,2026-02-20 08:30:00+00:00,244.05
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKMMARNER93-2,Mitch Marner: 2+,0.0,0.32,0.0,0.0,,4019.48,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASPREAD-26FEB05CHAHOU,Charlotte at Houston: Spread,KXNBASPREAD-26FEB05CHAHOU-HOU18,Houston wins by over 18.5 Points,0.01,0.04,0.025,0.01,0.03,3996.48,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLDONCIC77-10,Luka Dončić: 10+,0.37,0.43,0.4,0.4,0.06,3996.39,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05EWUMONT,Eastern Washington at Montana: Spread,KXNCAAMBSPREAD-26FEB05EWUMONT-MONT12,Montana wins by over 12.5 Points,0.13,0.27,0.2,0.31,0.14,3994.36,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05CHITOR,Chicago at Toronto: Total Points,KXNBATOTAL-26FEB05CHITOR-235,Over 235.5 points scored,0.12,0.2,0.16,0.12,0.08,3993.14,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLJAMES23-2,LeBron James: 2+,0.01,0.37,0.19,0.35,0.36,3990.26,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBABLK-26FEB05PHILAL,Philadelphia at Los Angeles L: Blocks,KXNBABLK-26FEB05PHILAL-LALLJAMES23-2,LeBron James: 2+,0.0,0.25,0.2,0.2,,3977.3,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-ATL7,Atlanta wins by over 7.5 Points,0.04,0.17,0.105,0.04,0.13,3956.47,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAALLSTARS-263PT,Pro Basketball 3-Point Contest Participants?,KXNBAALLSTARS-263PT-KKNU,Kon Knueppel,0.17,1.0,0.585,0.99,0.83,3943.75,1,2026-02-16 03:00:00+00:00,142.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-145,Over 145.5 points scored,0.53,0.59,0.56,0.59,0.06,3891.61,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-127,Over 127.5 points scored,0.35,0.68,0.515,0.52,0.33,3885.51,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAWBGAME-26FEB05CBUTARL,California Baptist at Tarleton St.,KXNCAAWBGAME-26FEB05CBUTARL-CBU,California Baptist,0.99,1.0,0.995,0.99,0.01,3864.8,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLTOTAL-26FEB05FLATB,Florida at Tampa Bay: Total Points,KXNHLTOTAL-26FEB05FLATB-6,Over 6.5 goals scored,0.19,0.63,0.41,0.18,0.44,3853.54,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-ATL4,Atlanta wins by over 4.5 Points,0.07,0.38,0.225,0.09,0.31,3849.35,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALAREAVES15-2,Austin Reaves: 2+,0.0,0.23,0.23,0.23,,3849.15,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-151,Over 151.5 points scored,0.34,0.42,0.38,0.43,0.08,3840.73,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLDONCIC77-5,Luka Dončić: 5+,0.25,0.31,0.28,0.29,0.06,3824.66,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05ACUVU,Abilene Christian at Utah Valley: Total Points,KXNCAAMBTOTAL-26FEB05ACUVU-134,Over 134.5 points scored,0.14,0.15,0.145,0.2,0.01,3804.1,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLDONCIC77-6,Luka Dončić: 6+,0.75,0.83,0.79,0.83,0.08,3780.9,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKNHANIFIN15,Noah Hanifin,0.0,0.07,0.07,0.07,,3772.81,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKEMPE9-2,Adrian Kempe: 2+,0.0,0.23,0.0,0.0,,3754.38,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAALLSTARS-26SDC,Pro Basketball Slam Dunk Contest Participants?,KXNBAALLSTARS-26SDC-VWEM,Victor Wembanyama,0.0,0.6,0.0,0.0,,3740.6,1,2026-02-16 03:00:00+00:00,142.55
Sports,KXLALIGASPREAD-26FEB06RCCOSA,Osasuna at Celta Vigo: Spreads,KXLALIGASPREAD-26FEB06RCCOSA-OSA2,Osasuna wins by over 2.5 goals,0.01,0.03,0.02,0.01,0.02,3716.45,1,2026-02-20 20:00:00+00:00,255.55
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKJEICHEL9-1,Jack Eichel: 1+,0.0,0.66,0.0,0.0,,3714.38,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-145,Over 145.5 points scored,0.47,0.52,0.495,0.69,0.05,3712.61,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAKFIALA22-2,Kevin Fiala: 2+,0.0,0.22,0.0,0.0,,3705.76,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALAREAVES15-3,Austin Reaves: 3+,0.0,0.14,0.1,0.1,,3695.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05GSWPHX,Golden State at Phoenix: Steals,KXNBASTL-26FEB05GSWPHX-GSWDGREEN23-3,Draymond Green: 3+,0.0,0.18,0.0,0.0,,3677.72,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LINWUALR,Lindenwood at Little Rock: Total Points,KXNCAAMBTOTAL-26FEB05LINWUALR-143,Over 143.5 points scored,0.21,0.58,0.395,0.54,0.37,3654.64,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-JHAR,James Harden,0.0,0.07,0.07,0.07,,3627.88,1,2026-02-17 15:00:00+00:00,178.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKJEICHEL9-3,Jack Eichel: 3+,0.0,0.19,0.0,0.0,,3623.6,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LINWUALR,Lindenwood at Little Rock: Total Points,KXNCAAMBTOTAL-26FEB05LINWUALR-146,Over 146.5 points scored,0.26,0.69,0.475,0.26,0.43,3622.45,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKMMARNER93-1,Mitch Marner: 1+,0.0,0.58,0.57,0.57,,3621.64,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LINWUALR,Lindenwood at Little Rock: Total Points,KXNCAAMBTOTAL-26FEB05LINWUALR-152,Over 152.5 points scored,0.12,0.44,0.28,0.13,0.32,3609.05,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKPDOROFEYEV16-2,Pavel Dorofeyev: 2+,0.0,0.18,0.0,0.0,,3596.54,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLJAMES23-2,LeBron James: 2+,0.92,0.99,0.955,0.0,0.07,3594.52,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-136,Over 136.5 points scored,0.13,0.48,0.305,0.33,0.35,3593.62,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBABLK-26FEB05GSWPHX,Golden State at Phoenix: Blocks,KXNBABLK-26FEB05GSWPHX-GSWDGREEN23-3,Draymond Green: 3+,0.0,0.14,0.0,0.0,,3585.63,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBA3D-26FEB05PHILAL,Philadelphia at Los Angeles L: Triple Doubles,KXNBA3D-26FEB05PHILAL-LALLJAMES23,LeBron James,0.01,0.04,0.025,0.04,0.03,3577.63,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLJAMES23-3,LeBron James: 3+,0.0,0.12,0.14,0.14,,3577.51,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-142,Over 142.5 points scored,0.62,0.67,0.645,0.69,0.05,3573.57,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05LINWUALR,Lindenwood at Little Rock: Total Points,KXNCAAMBTOTAL-26FEB05LINWUALR-155,Over 155.5 points scored,0.06,0.43,0.245,0.38,0.37,3551.51,1,2026-02-20 01:00:00+00:00,236.55
