category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,close_time,time_to_close_hours
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-154,Over 154.5 points scored,0.23,0.66,0.445,0.46,2026-02-20 02:00:00+00:00,237.78
Sports,KXSERIEABTTS-26FEB06VERPIS,Pisa at Hellas Verona: Both Teams to Score,KXSERIEABTTS-26FEB06VERPIS,Both Teams To Score,0.43,0.51,0.47,0.51,2026-02-20 19:45:00+00:00,255.53
Sports,KXNCAAMBTOTAL-26FEB05UNCOWEB,Northern Colorado at Weber St.: Total Points,KXNCAAMBTOTAL-26FEB05UNCOWEB-153,Over 153.5 points scored,0.68,0.77,0.725,0.56,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLFIRSTGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: First Goal,KXNHLFIRSTGOAL-26FEB05FLATB-TBDJAMES17,Dominic James,0.0,0.2,0.04,0.04,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLJAMES23-7,LeBron James: 7+,0.44,0.49,0.465,0.46,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJDMERCER91,Dawson Mercer,0.0,0.97,0.12,0.12,2026-02-20 00:00:00+00:00,235.78
Sports,KXEPLSPREAD-26FEB06LEENFO,Nottingham at Leeds United: Spreads,KXEPLSPREAD-26FEB06LEENFO-LEE2,Leeds United wins by over 2.5 goals,0.07,0.08,0.075,0.08,2026-02-20 20:00:00+00:00,255.78
Sports,KXLALIGATOTAL-26FEB06RCCOSA,Osasuna at Celta Vigo: Totals,KXLALIGATOTAL-26FEB06RCCOSA-1,Over 1.5 goals scored,0.69,0.7,0.695,0.7,2026-02-20 20:00:00+00:00,255.78
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASSCASTLE5-1,Stephon Castle: 1+,0.0,0.98,0.53,0.53,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05UNCOWEB,Northern Colorado at Weber St.: Spread,KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB2,Weber St. wins by over 2.5 Points,0.09,0.18,0.135,0.34,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-154,Over 154.5 points scored,0.03,0.27,0.15,0.25,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-166,Over 166.5 points scored,0.28,0.36,0.32,0.47,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAREB-26FEB05GSWPHX,Golden State at Phoenix: Rebounds,KXNBAREB-26FEB05GSWPHX-GSWDGREEN23-10,Draymond Green: 10+,0.11,0.13,0.12,0.12,2026-02-20 03:00:00+00:00,238.78
Sports,KXSSHIELDMATCH-26FEB04REDBLU,New South Wales Blues vs South Australia Redbacks,KXSSHIELDMATCH-26FEB04REDBLU-BLU,New South Wales Blues,0.02,0.99,0.505,0.01,2026-02-19 23:30:00+00:00,235.28
Sports,KXWOCURLGAME-26FEB06SWEGBR,Sweden vs Great Britain,KXWOCURLGAME-26FEB06SWEGBR-SWE,Sweden,0.28,0.37,0.325,0.37,2026-02-20 09:05:00+00:00,244.87
Sports,KXEPLSPREAD-26FEB06LEENFO,Nottingham at Leeds United: Spreads,KXEPLSPREAD-26FEB06LEENFO-LEE1,Leeds United wins by over 1.5 goals,0.2,0.21,0.205,0.21,2026-02-20 20:00:00+00:00,255.78
Sports,KXSERIEATOTAL-26FEB06VERPIS,Pisa at Hellas Verona: Totals,KXSERIEATOTAL-26FEB06VERPIS-4,Over 4.5 goals scored,0.07,0.08,0.075,0.08,2026-02-20 19:45:00+00:00,255.53
Sports,KXR6GAME-26FEB06FXM80,Six Invitational 2026: FearX vs. M80,KXR6GAME-26FEB06FXM80-FX,FearX,0.05,0.09,0.07,0.09,2026-02-20 13:30:00+00:00,249.28
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-137,Over 137.5 points scored,0.75,0.86,0.805,0.72,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAPTS-26FEB05UTAATL,Utah at Atlanta: Points,KXNBAPTS-26FEB05UTAATL-UTALMARKKANEN23-35,Lauri Markkanen: 35+,0.0,0.99,0.17,0.17,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-UTALMARKKANEN23-4,Lauri Markkanen: 4+,0.0,0.99,0.29,0.29,2026-02-20 00:30:00+00:00,236.28
Sports,KXEPLSPREAD-26FEB06LEENFO,Nottingham at Leeds United: Spreads,KXEPLSPREAD-26FEB06LEENFO-NFO1,Nottingham wins by over 1.5 goals,0.09,0.1,0.095,0.1,2026-02-20 20:00:00+00:00,255.78
Sports,KXNBABLK-26FEB05PHILAL,Philadelphia at Los Angeles L: Blocks,KXNBABLK-26FEB05PHILAL-LALLJAMES23-2,LeBron James: 2+,0.0,0.25,0.2,0.2,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAKKNUEPPEL7-6,Kon Knueppel: 6+,0.0,0.97,0.42,0.42,2026-02-20 01:00:00+00:00,236.78
Sports,KXWTAMATCH-26FEB06ZARBIR,Zarazua vs Birrell,KXWTAMATCH-26FEB06ZARBIR-BIR,Kimberly Birrell,0.56,0.59,0.575,0.57,2026-02-20 07:00:00+00:00,242.78
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-WSHRLEONARD9,Ryan Leonard,0.0,0.96,0.23,0.23,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-20,Stephon Castle: 20+,0.0,0.28,0.3,0.3,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAAST-26FEB05UTAATL,Utah at Atlanta: Assists,KXNBAAST-26FEB05UTAATL-ATLCMCCOLLUM3-6,CJ McCollum: 6+,0.0,0.99,0.98,0.98,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBAAST-26FEB05CHITOR,Chicago at Toronto: Assists,KXNBAAST-26FEB05CHITOR-TORSBARNES4-8,Scottie Barnes: 8+,0.0,0.99,0.22,0.22,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHJCHYCHRUN6,Jakob Chychrun,0.0,0.15,0.04,0.04,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALAREAVES15-10,Austin Reaves: 10+,0.0,0.04,0.05,0.05,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-142,Over 142.5 points scored,0.27,0.35,0.31,0.41,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBSPREAD-26FEB05UNCOWEB,Northern Colorado at Weber St.: Spread,KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB8,Weber St. wins by over 8.5 Points,0.03,0.08,0.055,0.21,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBSPREAD-26FEB05EWUMONT,Eastern Washington at Montana: Spread,KXNCAAMBSPREAD-26FEB05EWUMONT-EWU6,Eastern Washington wins by over 6.5 Points,0.03,0.14,0.085,0.22,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFJQUINN22,Jack Quinn,0.0,0.23,0.05,0.05,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-FLAGFORSLING42,Gustav Forsling,0.0,0.98,0.08,0.08,2026-02-20 00:30:00+00:00,236.28
Sports,KXWOCURLGAME-26FEB06ITACHE,Italy vs Switzerland,KXWOCURLGAME-26FEB06ITACHE-ITA,Italy,0.06,0.97,0.515,0.74,2026-02-20 09:05:00+00:00,244.87
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLJAMES23-8,LeBron James: 8+,0.3,0.36,0.33,0.34,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAPTS-26FEB05UTAATL,Utah at Atlanta: Points,KXNBAPTS-26FEB05UTAATL-ATLJJOHNSON1-30,Jalen Johnson: 30+,0.0,0.99,0.06,0.06,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLDONCIC77-6,Luka Dončić: 6+,0.75,0.83,0.79,0.83,2026-02-20 03:00:00+00:00,238.78
Sports,KXLOLTOTALMAPS-26FEB06BRODRX,LCK Cup 2026: OKSavingsBank BRION vs. DRX Total Maps,KXLOLTOTALMAPS-26FEB06BRODRX-3,Over 2.5 maps,0.48,0.52,0.5,0.52,2026-02-20 08:00:00+00:00,243.78
Sports,KXWTAMATCH-26FEB06KAWSEI,Kawa vs Seidel,KXWTAMATCH-26FEB06KAWSEI-KAW,Katarzyna Kawa,0.19,0.22,0.205,0.22,2026-02-20 07:00:00+00:00,242.78
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-139,Over 139.5 points scored,0.06,0.43,0.245,0.07,2026-02-20 01:30:00+00:00,237.28
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFBBYRAM4,Bowen Byram,0.0,0.23,0.03,0.03,2026-02-20 00:00:00+00:00,235.78
Sports,KXEUROLEAGUEGAME-26FEB06MTACZV,Maccabi Tel-Aviv at KK Crvena zvezda Belgrade,KXEUROLEAGUEGAME-26FEB06MTACZV-MTA,Maccabi Tel-Aviv,0.25,0.28,0.265,0.28,2026-02-20 19:00:00+00:00,254.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-VGKNHANIFIN15,Noah Hanifin,0.0,0.02,0.02,0.02,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05OSUMD,Ohio St. at Maryland: Spread,KXNCAAMBSPREAD-26FEB05OSUMD-OSU22,Ohio St. wins by over 22.5 Points,0.06,0.15,0.105,0.16,2026-02-20 01:30:00+00:00,237.28
Sports,KXWOWHOCKEY-26FEB06FRAJPN,France vs Japan,KXWOWHOCKEY-26FEB06FRAJPN-FRA,France,0.1,0.35,0.225,0.18,2026-02-20 11:10:00+00:00,246.95
Sports,KXBUNDESLIGATOTAL-26FEB06UNISGE,Frankfurt at Union Berlin: Totals,KXBUNDESLIGATOTAL-26FEB06UNISGE-1,Over 1.5 goals scored,0.72,0.74,0.73,0.74,2026-02-20 19:30:00+00:00,255.28
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-PHIVEDGECOMBE77-4,VJ Edgecombe: 4+,0.57,0.62,0.595,0.65,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHNBLANKENBURG37,Nick Blankenburg,0.0,0.98,0.08,0.08,2026-02-20 00:00:00+00:00,235.78
Sports,KXVALORANTGAME-26FEB06DFMFS,VCT Pacific Kickoff 2026: DetonatioN FocusMe vs. FULL SENSE,KXVALORANTGAME-26FEB06DFMFS-FS,FULL SENSE,0.63,0.66,0.645,0.66,2026-02-20 08:00:00+00:00,243.78
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-FLACVERHAEGHE23,Carter Verhaeghe,0.0,0.97,0.94,0.94,2026-02-20 00:30:00+00:00,236.28
Sports,KXWTAMATCH-26FEB06VOLBOU,Volynets vs Boulter,KXWTAMATCH-26FEB06VOLBOU-VOL,Katie Volynets,0.36,0.37,0.365,0.37,2026-02-20 15:00:00+00:00,250.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-157,Over 157.5 points scored,0.02,0.79,0.405,0.14,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05NEOMUND,Omaha at North Dakota: Spread,KXNCAAMBSPREAD-26FEB05NEOMUND-UND10,North Dakota wins by over 10.5 Points,0.01,0.05,0.03,0.03,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAMBRIDGES0-8,Miles Bridges: 8+,0.0,0.99,0.08,0.08,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAKKNUEPPEL7-6,Kon Knueppel: 6+,0.0,0.99,0.16,0.16,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-PHIVEDGECOMBE77-6,VJ Edgecombe: 6+,0.23,0.29,0.26,0.29,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-10,Lauri Markkanen: 10+,0.0,0.99,0.22,0.22,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLPTS-26FEB05PITBUF,PIT Penguins at BUF Sabres: Points,KXNHLPTS-26FEB05PITBUF-BUFATUCH89-3,Alex Tuch: 3+,0.0,1.0,0.09,0.09,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLPTS-26FEB05NSHWSH,NSH Predators at WSH Capitals: Points,KXNHLPTS-26FEB05NSHWSH-WSHDSTROME17-2,Dylan Strome: 2+,0.0,1.0,0.28,0.28,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAPTS-26FEB05UTAATL,Utah at Atlanta: Points,KXNBAPTS-26FEB05UTAATL-UTALMARKKANEN23-30,Lauri Markkanen: 30+,0.0,0.94,0.61,0.61,2026-02-20 00:30:00+00:00,236.28
Sports,KXWTAMATCH-26FEB06MASPAR,Masarova vs Parks,KXWTAMATCH-26FEB06MASPAR-PAR,Alycia Parks,0.46,0.47,0.465,0.46,2026-02-20 12:00:00+00:00,247.78
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-25,Stephon Castle: 25+,0.06,0.18,0.12,0.06,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLNALEXANDERWALKER7-4,Nickeil Alexander-Walker: 4+,0.0,0.96,0.4,0.4,2026-02-20 00:30:00+00:00,236.28
Sports,KXJLEAGUEGAME-26FEB06MARMAC,Marinos vs Machida Z,KXJLEAGUEGAME-26FEB06MARMAC-MAR,Marinos,0.3,0.35,0.325,0.35,2026-02-20 10:00:00+00:00,245.78
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHALBALL1-3,LaMelo Ball: 3+,0.0,0.99,0.12,0.12,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIMTSYPLAKOV7,Maxim Tsyplakov,0.0,0.98,0.15,0.15,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-DALCFLAGG32-5,Cooper Flagg: 5+,0.0,0.99,0.03,0.03,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAKKNUEPPEL7-8,Kon Knueppel: 8+,0.0,0.06,0.05,0.05,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLFIRSTGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: First Goal,KXNHLFIRSTGOAL-26FEB05OTTPHI-PHITZEGRAS46,Trevor Zegras,0.0,0.12,0.06,0.06,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUASENGUN28-12,Alperen Sengun: 12+,0.0,0.93,0.24,0.24,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-IDST2,Idaho St. wins by over 2.5 Points,0.38,0.46,0.42,0.38,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLPTS-26FEB05PITBUF,PIT Penguins at BUF Sabres: Points,KXNHLPTS-26FEB05PITBUF-BUFATUCH89-2,Alex Tuch: 2+,0.0,1.0,0.24,0.24,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-148,Over 148.5 points scored,0.38,0.44,0.41,0.39,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-LAAKOPITAR11,Anze Kopitar,0.0,0.04,0.04,0.04,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05DENNDSU,Denver at North Dakota St.: Total Points,KXNCAAMBTOTAL-26FEB05DENNDSU-172,Over 172.5 points scored,0.01,0.79,0.4,0.02,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAAST-26FEB05UTAATL,Utah at Atlanta: Assists,KXNBAAST-26FEB05UTAATL-ATLCMCCOLLUM3-4,CJ McCollum: 4+,0.0,0.99,0.51,0.51,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIJDROUIN29,Jonathan Drouin,0.0,0.98,0.17,0.17,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHIVEDGECOMBE77-3,VJ Edgecombe: 3+,0.3,0.33,0.315,0.31,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-CHAMBRIDGES0-20,Miles Bridges: 20+,0.0,0.51,0.68,0.68,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO14,Southeast Missouri St. wins by over 14.5 Points,0.49,0.57,0.53,0.42,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-127,Over 127.5 points scored,0.79,0.9,0.845,0.82,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-141,Over 141.5 points scored,0.61,0.64,0.625,0.64,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLNALEXANDERWALKER7-6,Nickeil Alexander-Walker: 6+,0.0,0.99,0.18,0.18,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBABLK-26FEB05CHITOR,Chicago at Toronto: Blocks,KXNBABLK-26FEB05CHITOR-TORSBARNES4-2,Scottie Barnes: 2+,0.0,0.99,0.42,0.42,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAKKNUEPPEL7-5,Kon Knueppel: 5+,0.0,0.97,0.59,0.59,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKSTHEODORE27-2,Shea Theodore: 2+,0.0,0.15,0.15,0.15,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05DENNDSU,Denver at North Dakota St.: Spread,KXNCAAMBSPREAD-26FEB05DENNDSU-DEN1,Denver wins by over 1.5 Points,0.03,0.79,0.41,0.19,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLJAMES23-3,LeBron James: 3+,0.17,0.22,0.195,0.22,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUASENGUN28-25,Alperen Sengun: 25+,0.0,0.84,0.23,0.23,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAREB-26FEB05CHITOR,Chicago at Toronto: Rebounds,KXNBAREB-26FEB05CHITOR-TORSBARNES4-10,Scottie Barnes: 10+,0.0,0.5,0.43,0.43,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-PITAMANTHA39,Anthony Mantha,0.0,0.97,0.3,0.3,2026-02-20 00:00:00+00:00,235.78
Sports,KXBUNDESLIGASPREAD-26FEB06UNISGE,Frankfurt at Union Berlin: Spreads,KXBUNDESLIGASPREAD-26FEB06UNISGE-UNI1,Union Berlin wins by over 1.5 goals,0.21,0.22,0.215,0.22,2026-02-20 19:30:00+00:00,255.28
Sports,KXEUROLEAGUEGAME-26FEB06MTACZV,Maccabi Tel-Aviv at KK Crvena zvezda Belgrade,KXEUROLEAGUEGAME-26FEB06MTACZV-CZV,KK Crvena zvezda Belgrade,0.72,0.74,0.73,0.72,2026-02-20 19:00:00+00:00,254.78
Sports,KXR6MAP-26FEB06HERETICSWBG-2,Six Invitational 2026: Heretics vs. Weibo Gaming Map 2,KXR6MAP-26FEB06HERETICSWBG-2-HERETICS,Heretics,0.32,0.36,0.34,0.36,2026-02-20 10:00:00+00:00,245.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-1,Austin Reaves: 1+,0.77,0.85,0.81,0.86,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05DENNDSU,Denver at North Dakota St.: Spread,KXNCAAMBSPREAD-26FEB05DENNDSU-DEN4,Denver wins by over 4.5 Points,0.03,0.79,0.41,0.79,2026-02-20 01:00:00+00:00,236.78
Sports,KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR,Charlton vs QPR,KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR-TIE,Tie,0.3,0.31,0.305,0.31,2026-02-20 20:01:00+00:00,255.8
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLNALEXANDERWALKER7-3,Nickeil Alexander-Walker: 3+,0.0,0.93,0.51,0.51,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLFIRSTGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: First Goal,KXNHLFIRSTGOAL-26FEB05NYINJ-NYIBHORVAT14,Bo Horvat,0.0,0.01,0.08,0.08,2026-02-20 00:00:00+00:00,235.78
Sports,KXATPCHALLENGERMATCH-26FEB06UCHSCH,Uchida vs Schoenhaus,KXATPCHALLENGERMATCH-26FEB06UCHSCH-UCH,Kaichi Uchida,0.48,0.51,0.495,0.51,2026-02-20 11:00:00+00:00,246.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLDONCIC77-2,Luka Dončić: 2+,0.83,0.89,0.86,0.91,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UTAUTU,UT Arlington at Utah Tech: Spread,KXNCAAMBSPREAD-26FEB05UTAUTU-UTU7,Utah Tech wins by over 7.5 Points,0.09,0.2,0.145,0.24,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-10,Stephon Castle: 10+,0.0,0.93,0.93,0.93,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-CHAMBRIDGES0-25,Miles Bridges: 25+,0.0,0.1,0.1,0.1,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHIVEDGECOMBE77-2,VJ Edgecombe: 2+,0.55,0.59,0.57,0.58,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAWBGAME-26FEB05ALCNMVSU,Alcorn St. at Mississippi Valley St.,KXNCAAWBGAME-26FEB05ALCNMVSU-ALCN,Alcorn St.,0.81,0.98,0.895,0.85,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-4,De'Aaron Fox: 4+,0.0,0.9,0.39,0.39,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAWBGAME-26FEB05CPCSN,Cal Poly at Cal State Northridge,KXNCAAWBGAME-26FEB05CPCSN-CP,Cal Poly,0.22,0.8,0.51,0.67,2026-02-20 02:00:00+00:00,237.78
